⏳ Esperando a que todos los pods de TeaStore estén Running y Ready...
⏳ Esperando 15s a que CoreDNS se estabilice...
⏳ Verificando estado del TeaStore en http://192.168.18.33:30080/tools.descartes.teastore.webui/status...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 4 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 5 / 5 servicios OK
✔ TODOS los servicios del TeaStore están OK. Continuando...
=== Escenario low ===
🚀 Iniciando LIMBO con profile=/home/luish/Documents/death/teastore/TeaStore/examples/httploadgenerator/increasingLowIntensity.csv y script=/home/luish/Documents/death/teastore/TeaStore/examples/httploadgenerator/teastore_browse.lua
Nov 14, 2025 1:10:05 AM tools.descartes.dlim.httploadgenerator.runner.Director executeDirector
WARNING: No power measurements
Nov 14, 2025 1:10:05 AM tools.descartes.dlim.httploadgenerator.runner.Director executeDirector
INFO: Load Generator Thread Count set to 128
Nov 14, 2025 1:10:05 AM tools.descartes.dlim.httploadgenerator.runner.Director executeDirector
INFO: URL connection timout set to 5000 ms
Nov 14, 2025 1:10:05 AM tools.descartes.dlim.httploadgenerator.runner.Director executeDirector
INFO: Using Lua Script: /home/luish/Documents/death/teastore/TeaStore/examples/httploadgenerator/teastore_browse.lua
Nov 14, 2025 1:10:05 AM tools.descartes.dlim.httploadgenerator.runner.Director process
INFO: Read 120 Arrival Rate Tuples
Load Generator sent: ok
Nov 14, 2025 1:10:05 AM tools.descartes.dlim.httploadgenerator.runner.Director process
INFO: Arrival Rates sent to Load Generator(s).
Load Generator sent: ok
Nov 14, 2025 1:10:05 AM tools.descartes.dlim.httploadgenerator.runner.Director process
INFO: Thread Count sent to Load Generator(s): 128
Load Generator sent: ok
Nov 14, 2025 1:10:05 AM tools.descartes.dlim.httploadgenerator.runner.Director process
INFO: URL connection timeout sent to Load Generator(s): 5000
Load Generator sent: ok
Nov 14, 2025 1:10:05 AM tools.descartes.dlim.httploadgenerator.runner.Director process
INFO: Contents of script sent to Load Generator: /home/luish/Documents/death/teastore/TeaStore/examples/httploadgenerator/teastore_browse.lua
Nov 14, 2025 1:10:05 AM tools.descartes.dlim.httploadgenerator.runner.Director process
INFO: Starting Load Generation
Beginning Run @1763100605173(14.11.2025;01:10:05173)
Target Time = 0.5; Load Intensity = 0.0; #Success = 0; #Failed = 0; #Dropped = 0
Target Time = 40.5; Load Intensity = 33.0; #Success = 25; #Failed = 0; #Dropped = 0
Target Time = 41.5; Load Intensity = 34.0; #Success = 26; #Failed = 0; #Dropped = 0
Target Time = 42.5; Load Intensity = 35.0; #Success = 30; #Failed = 0; #Dropped = 0
Target Time = 43.5; Load Intensity = 36.0; #Success = 26; #Failed = 0; #Dropped = 0
Target Time = 44.5; Load Intensity = 37.0; #Success = 21; #Failed = 0; #Dropped = 0
Target Time = 45.5; Load Intensity = 37.0; #Success = 25; #Failed = 0; #Dropped = 0
Target Time = 46.5; Load Intensity = 38.0; #Success = 26; #Failed = 0; #Dropped = 0
Target Time = 47.5; Load Intensity = 39.0; #Success = 30; #Failed = 0; #Dropped = 0
Target Time = 48.5; Load Intensity = 40.0; #Success = 26; #Failed = 0; #Dropped = 0
Target Time = 49.5; Load Intensity = 41.0; #Success = 19; #Failed = 0; #Dropped = 0
Target Time = 50.5; Load Intensity = 42.0; #Success = 27; #Failed = 0; #Dropped = 0
Target Time = 51.5; Load Intensity = 42.0; #Success = 26; #Failed = 0; #Dropped = 0
Target Time = 52.5; Load Intensity = 43.0; #Success = 30; #Failed = 0; #Dropped = 0
Target Time = 53.5; Load Intensity = 44.0; #Success = 26; #Failed = 0; #Dropped = 0
Target Time = 54.5; Load Intensity = 45.0; #Success = 19; #Failed = 0; #Dropped = 17
Target Time = 55.5; Load Intensity = 46.0; #Success = 27; #Failed = 0; #Dropped = 16
Target Time = 56.5; Load Intensity = 47.0; #Success = 26; #Failed = 0; #Dropped = 17
Target Time = 57.5; Load Intensity = 47.0; #Success = 30; #Failed = 0; #Dropped = 12
Target Time = 58.5; Load Intensity = 48.0; #Success = 26; #Failed = 0; #Dropped = 18
Target Time = 59.5; Load Intensity = 49.0; #Success = 21; #Failed = 0; #Dropped = 26
Target Time = 60.5; Load Intensity = 50.0; #Success = 25; #Failed = 0; #Dropped = 20
Target Time = 61.5; Load Intensity = 51.0; #Success = 26; #Failed = 0; #Dropped = 21
Target Time = 62.5; Load Intensity = 52.0; #Success = 30; #Failed = 0; #Dropped = 14
Target Time = 63.5; Load Intensity = 52.0; #Success = 26; #Failed = 0; #Dropped = 25
Target Time = 64.5; Load Intensity = 53.0; #Success = 19; #Failed = 0; #Dropped = 28
Target Time = 65.5; Load Intensity = 54.0; #Success = 25; #Failed = 0; #Dropped = 25
Target Time = 66.5; Load Intensity = 55.0; #Success = 32; #Failed = 0; #Dropped = 27
Target Time = 67.5; Load Intensity = 56.0; #Success = 26; #Failed = 0; #Dropped = 21
Target Time = 68.5; Load Intensity = 57.0; #Success = 26; #Failed = 0; #Dropped = 26
Target Time = 69.5; Load Intensity = 57.0; #Success = 21; #Failed = 0; #Dropped = 35
Target Time = 70.5; Load Intensity = 58.0; #Success = 26; #Failed = 1; #Dropped = 30
Target Time = 71.5; Load Intensity = 59.0; #Success = 27; #Failed = 0; #Dropped = 24
Target Time = 72.5; Load Intensity = 60.0; #Success = 27; #Failed = 0; #Dropped = 27
Target Time = 73.5; Load Intensity = 61.0; #Success = 26; #Failed = 0; #Dropped = 26
Target Time = 74.5; Load Intensity = 62.0; #Success = 20; #Failed = 0; #Dropped = 40
Target Time = 75.5; Load Intensity = 62.0; #Success = 25; #Failed = 1; #Dropped = 27
Target Time = 76.5; Load Intensity = 63.0; #Success = 28; #Failed = 3; #Dropped = 36
Target Time = 77.5; Load Intensity = 64.0; #Success = 29; #Failed = 3; #Dropped = 27
Target Time = 78.5; Load Intensity = 65.0; #Success = 27; #Failed = 0; #Dropped = 36
Target Time = 79.5; Load Intensity = 66.0; #Success = 21; #Failed = 1; #Dropped = 42
Target Time = 80.5; Load Intensity = 67.0; #Success = 25; #Failed = 0; #Dropped = 39
Target Time = 81.5; Load Intensity = 67.0; #Success = 28; #Failed = 0; #Dropped = 33
Target Time = 82.5; Load Intensity = 68.0; #Success = 28; #Failed = 0; #Dropped = 35
Target Time = 83.5; Load Intensity = 69.0; #Success = 25; #Failed = 0; #Dropped = 35
Target Time = 84.5; Load Intensity = 70.0; #Success = 20; #Failed = 0; #Dropped = 45
Target Time = 85.5; Load Intensity = 71.0; #Success = 27; #Failed = 0; #Dropped = 44
Target Time = 86.5; Load Intensity = 72.0; #Success = 28; #Failed = 4; #Dropped = 41
Target Time = 87.5; Load Intensity = 72.0; #Success = 26; #Failed = 16; #Dropped = 21
Target Time = 88.5; Load Intensity = 73.0; #Success = 25; #Failed = 15; #Dropped = 26
Target Time = 89.5; Load Intensity = 74.0; #Success = 21; #Failed = 19; #Dropped = 40
Target Time = 90.5; Load Intensity = 75.0; #Success = 24; #Failed = 23; #Dropped = 18
Target Time = 91.5; Load Intensity = 76.0; #Success = 26; #Failed = 19; #Dropped = 26
Target Time = 92.5; Load Intensity = 77.0; #Success = 31; #Failed = 8; #Dropped = 37
Target Time = 93.5; Load Intensity = 77.0; #Success = 21; #Failed = 19; #Dropped = 27
Target Time = 94.5; Load Intensity = 78.0; #Success = 14; #Failed = 15; #Dropped = 40
Target Time = 95.5; Load Intensity = 79.0; #Success = 19; #Failed = 3; #Dropped = 59
Target Time = 96.5; Load Intensity = 80.0; #Success = 23; #Failed = 3; #Dropped = 50
Target Time = 97.5; Load Intensity = 81.0; #Success = 19; #Failed = 5; #Dropped = 52
Target Time = 98.5; Load Intensity = 82.0; #Success = 30; #Failed = 0; #Dropped = 46
Target Time = 99.5; Load Intensity = 82.0; #Success = 25; #Failed = 4; #Dropped = 49
Target Time = 100.5; Load Intensity = 83.0; #Success = 24; #Failed = 1; #Dropped = 61
Target Time = 101.5; Load Intensity = 84.0; #Success = 21; #Failed = 0; #Dropped = 50
Target Time = 102.5; Load Intensity = 85.0; #Success = 23; #Failed = 0; #Dropped = 61
Target Time = 103.5; Load Intensity = 86.0; #Success = 30; #Failed = 0; #Dropped = 52
Target Time = 104.5; Load Intensity = 87.0; #Success = 29; #Failed = 0; #Dropped = 54
Target Time = 105.5; Load Intensity = 87.0; #Success = 23; #Failed = 0; #Dropped = 60
Target Time = 106.5; Load Intensity = 88.0; #Success = 21; #Failed = 0; #Dropped = 56
Target Time = 107.5; Load Intensity = 89.0; #Success = 25; #Failed = 0; #Dropped = 67
Target Time = 108.5; Load Intensity = 90.0; #Success = 31; #Failed = 0; #Dropped = 58
Target Time = 109.5; Load Intensity = 91.0; #Success = 28; #Failed = 0; #Dropped = 55
Target Time = 110.5; Load Intensity = 92.0; #Success = 23; #Failed = 0; #Dropped = 67
Target Time = 111.5; Load Intensity = 92.0; #Success = 23; #Failed = 0; #Dropped = 67
Target Time = 112.5; Load Intensity = 93.0; #Success = 22; #Failed = 0; #Dropped = 60
Target Time = 113.5; Load Intensity = 94.0; #Success = 30; #Failed = 2; #Dropped = 54
Target Time = 114.5; Load Intensity = 95.0; #Success = 31; #Failed = 2; #Dropped = 68
Target Time = 115.5; Load Intensity = 96.0; #Success = 22; #Failed = 4; #Dropped = 65
Target Time = 116.5; Load Intensity = 97.0; #Success = 23; #Failed = 0; #Dropped = 64
Target Time = 117.5; Load Intensity = 97.0; #Success = 23; #Failed = 1; #Dropped = 75
Target Time = 118.5; Load Intensity = 98.0; #Success = 27; #Failed = 1; #Dropped = 74
Target Time = 119.5; Load Intensity = 99.0; #Success = 29; #Failed = 1; #Dropped = 53
Target Time = 120.5; Load Intensity = 0.0; #Success = 25; #Failed = 0; #Dropped = 74
Target Time = 121.5; Load Intensity = 0.0; #Success = 23; #Failed = 0; #Dropped = 67
Target Time = 122.5; Load Intensity = 0.0; #Success = 24; #Failed = 0; #Dropped = 73
Target Time = 123.5; Load Intensity = 0.0; #Success = 25; #Failed = 1; #Dropped = 75
Target Time = 124.5; Load Intensity = 0.0; #Success = 29; #Failed = 1; #Dropped = 70
Target Time = 125.5; Load Intensity = 0.0; #Success = 26; #Failed = 0; #Dropped = 0
Target Time = 126.5; Load Intensity = 0.0; #Success = 23; #Failed = 0; #Dropped = 0
Target Time = 127.5; Load Intensity = 0.0; #Success = 24; #Failed = 0; #Dropped = 0
Target Time = 128.5; Load Intensity = 0.0; #Success = 26; #Failed = 1; #Dropped = 0
Target Time = 129.5; Load Intensity = 0.0; #Success = 26; #Failed = 1; #Dropped = 0
Workload finished.
Log finished.
📄 LIMBO finalizado para scenario=low
⏸ Escenario low completado, esperando 5 segundos antes del siguiente...
⏳ Esperando a que todos los pods de TeaStore estén Running y Ready...
⏳ Esperando 15s a que CoreDNS se estabilice...
⏳ Verificando estado del TeaStore en http://192.168.18.33:30080/tools.descartes.teastore.webui/status...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 3 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 5 / 5 servicios OK
✔ TODOS los servicios del TeaStore están OK. Continuando...
=== Escenario medium ===
🚀 Iniciando LIMBO con profile=/home/luish/Documents/death/teastore/TeaStore/examples/httploadgenerator/increasingMedIntensity.csv y script=/home/luish/Documents/death/teastore/TeaStore/examples/httploadgenerator/teastore_browse.lua
Nov 14, 2025 1:16:03 AM tools.descartes.dlim.httploadgenerator.runner.Director executeDirector
WARNING: No power measurements
Nov 14, 2025 1:16:03 AM tools.descartes.dlim.httploadgenerator.runner.Director executeDirector
INFO: Load Generator Thread Count set to 128
Nov 14, 2025 1:16:03 AM tools.descartes.dlim.httploadgenerator.runner.Director executeDirector
INFO: URL connection timout set to 5000 ms
Nov 14, 2025 1:16:03 AM tools.descartes.dlim.httploadgenerator.runner.Director executeDirector
INFO: Using Lua Script: /home/luish/Documents/death/teastore/TeaStore/examples/httploadgenerator/teastore_browse.lua
Nov 14, 2025 1:16:03 AM tools.descartes.dlim.httploadgenerator.runner.Director process
INFO: Read 120 Arrival Rate Tuples
Load Generator sent: ok
Nov 14, 2025 1:16:03 AM tools.descartes.dlim.httploadgenerator.runner.Director process
INFO: Arrival Rates sent to Load Generator(s).
Load Generator sent: ok
Nov 14, 2025 1:16:03 AM tools.descartes.dlim.httploadgenerator.runner.Director process
INFO: Thread Count sent to Load Generator(s): 128
Load Generator sent: ok
Nov 14, 2025 1:16:03 AM tools.descartes.dlim.httploadgenerator.runner.Director process
INFO: URL connection timeout sent to Load Generator(s): 5000
Load Generator sent: ok
Nov 14, 2025 1:16:03 AM tools.descartes.dlim.httploadgenerator.runner.Director process
INFO: Contents of script sent to Load Generator: /home/luish/Documents/death/teastore/TeaStore/examples/httploadgenerator/teastore_browse.lua
Nov 14, 2025 1:16:03 AM tools.descartes.dlim.httploadgenerator.runner.Director process
INFO: Starting Load Generation
Beginning Run @1763100963848(14.11.2025;01:16:03848)
Target Time = 0.5; Load Intensity = 8.0; #Success = 0; #Failed = 0; #Dropped = 0
Target Time = 1.5; Load Intensity = 16.0; #Success = 0; #Failed = 0; #Dropped = 0
Target Time = 2.5; Load Intensity = 25.0; #Success = 0; #Failed = 0; #Dropped = 0
Target Time = 3.5; Load Intensity = 33.0; #Success = 0; #Failed = 0; #Dropped = 0
Target Time = 4.5; Load Intensity = 41.0; #Success = 3; #Failed = 0; #Dropped = 0
Target Time = 5.5; Load Intensity = 50.0; #Success = 11; #Failed = 0; #Dropped = 0
Target Time = 6.5; Load Intensity = 58.0; #Success = 18; #Failed = 0; #Dropped = 0
Target Time = 7.5; Load Intensity = 66.0; #Success = 21; #Failed = 0; #Dropped = 0
Target Time = 8.5; Load Intensity = 75.0; #Success = 29; #Failed = 1; #Dropped = 0
Target Time = 9.5; Load Intensity = 83.0; #Success = 38; #Failed = 38; #Dropped = 0
Target Time = 10.5; Load Intensity = 91.0; #Success = 20; #Failed = 16; #Dropped = 0
Target Time = 11.5; Load Intensity = 100.0; #Success = 15; #Failed = 9; #Dropped = 0
Target Time = 12.5; Load Intensity = 108.0; #Success = 22; #Failed = 29; #Dropped = 0
Target Time = 13.5; Load Intensity = 116.0; #Success = 25; #Failed = 3; #Dropped = 0
Target Time = 14.5; Load Intensity = 125.0; #Success = 20; #Failed = 0; #Dropped = 9
Target Time = 15.5; Load Intensity = 133.0; #Success = 18; #Failed = 0; #Dropped = 74
Target Time = 16.5; Load Intensity = 141.0; #Success = 18; #Failed = 0; #Dropped = 87
Target Time = 17.5; Load Intensity = 150.0; #Success = 44; #Failed = 0; #Dropped = 65
Target Time = 18.5; Load Intensity = 158.0; #Success = 27; #Failed = 0; #Dropped = 79
Target Time = 19.5; Load Intensity = 166.0; #Success = 20; #Failed = 3; #Dropped = 113
Target Time = 20.5; Load Intensity = 175.0; #Success = 14; #Failed = 2; #Dropped = 108
Target Time = 21.5; Load Intensity = 183.0; #Success = 17; #Failed = 9; #Dropped = 118
Target Time = 22.5; Load Intensity = 191.0; #Success = 42; #Failed = 39; #Dropped = 74
Target Time = 23.5; Load Intensity = 200.0; #Success = 28; #Failed = 26; #Dropped = 120
Target Time = 24.5; Load Intensity = 208.0; #Success = 21; #Failed = 16; #Dropped = 115
Target Time = 25.5; Load Intensity = 216.0; #Success = 16; #Failed = 6; #Dropped = 142
Target Time = 26.5; Load Intensity = 225.0; #Success = 17; #Failed = 1; #Dropped = 165
Target Time = 27.5; Load Intensity = 233.0; #Success = 45; #Failed = 0; #Dropped = 146
Target Time = 28.5; Load Intensity = 241.0; #Success = 27; #Failed = 14; #Dropped = 160
Target Time = 29.5; Load Intensity = 250.0; #Success = 20; #Failed = 13; #Dropped = 187
Target Time = 30.5; Load Intensity = 258.0; #Success = 11; #Failed = 5; #Dropped = 184
Target Time = 31.5; Load Intensity = 266.0; #Success = 11; #Failed = 7; #Dropped = 208
Target Time = 32.5; Load Intensity = 275.0; #Success = 30; #Failed = 5; #Dropped = 225
Target Time = 33.5; Load Intensity = 283.0; #Success = 33; #Failed = 1; #Dropped = 197
Target Time = 34.5; Load Intensity = 291.0; #Success = 25; #Failed = 0; #Dropped = 213
Target Time = 35.5; Load Intensity = 300.0; #Success = 15; #Failed = 1; #Dropped = 234
Target Time = 36.5; Load Intensity = 308.0; #Success = 18; #Failed = 0; #Dropped = 244
Target Time = 37.5; Load Intensity = 316.0; #Success = 34; #Failed = 0; #Dropped = 242
Target Time = 38.5; Load Intensity = 325.0; #Success = 36; #Failed = 0; #Dropped = 284
Target Time = 39.5; Load Intensity = 333.0; #Success = 25; #Failed = 0; #Dropped = 254
Target Time = 40.5; Load Intensity = 341.0; #Success = 15; #Failed = 0; #Dropped = 251
Target Time = 41.5; Load Intensity = 350.0; #Success = 19; #Failed = 0; #Dropped = 324
Target Time = 42.5; Load Intensity = 358.0; #Success = 33; #Failed = 0; #Dropped = 262
Target Time = 43.5; Load Intensity = 366.0; #Success = 35; #Failed = 0; #Dropped = 295
Target Time = 44.5; Load Intensity = 375.0; #Success = 26; #Failed = 0; #Dropped = 309
Target Time = 45.5; Load Intensity = 383.0; #Success = 15; #Failed = 0; #Dropped = 313
Target Time = 46.5; Load Intensity = 391.0; #Success = 20; #Failed = 0; #Dropped = 359
Target Time = 47.5; Load Intensity = 400.0; #Success = 32; #Failed = 5; #Dropped = 286
Target Time = 48.5; Load Intensity = 408.0; #Success = 36; #Failed = 8; #Dropped = 357
Target Time = 49.5; Load Intensity = 416.0; #Success = 24; #Failed = 5; #Dropped = 327
Target Time = 50.5; Load Intensity = 425.0; #Success = 16; #Failed = 1; #Dropped = 345
Target Time = 51.5; Load Intensity = 433.0; #Success = 16; #Failed = 16; #Dropped = 376
Target Time = 52.5; Load Intensity = 441.0; #Success = 21; #Failed = 1; #Dropped = 423
Target Time = 53.5; Load Intensity = 450.0; #Success = 32; #Failed = 1; #Dropped = 338
Target Time = 54.5; Load Intensity = 458.0; #Success = 24; #Failed = 1; #Dropped = 377
Target Time = 55.5; Load Intensity = 466.0; #Success = 18; #Failed = 2; #Dropped = 404
