⏳ Esperando a que todos los pods de TeaStore estén Running y Ready...
⏳ Esperando 15s a que CoreDNS se estabilice...
⏳ Verificando estado del TeaStore en http://192.168.18.34:30080/tools.descartes.teastore.webui/status ...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 2 / 5 servicios OK
❌ TeaStore aún no está listo. Reintentando en 10s...
   ➤ Estado actual: 5 / 5 servicios OK
✔ TODOS los servicios del TeaStore están OK. Continuando...
=== Escenario low ===
🚀 Iniciando LIMBO con profile=/home/luish/Documents/death/teastore/TeaStore/examples/httploadgenerator/increasingLowIntensity.csv y script=/home/luish/Documents/death/teastore/TeaStore/examples/httploadgenerator/teastore_browse.lua
Nov 27, 2025 7:53:59 AM tools.descartes.dlim.httploadgenerator.runner.Director executeDirector
WARNING: No power measurements
Nov 27, 2025 7:53:59 AM tools.descartes.dlim.httploadgenerator.runner.Director executeDirector
INFO: Load Generator Thread Count set to 128
Nov 27, 2025 7:53:59 AM tools.descartes.dlim.httploadgenerator.runner.Director executeDirector
INFO: URL connection timout set to 10000 ms
Nov 27, 2025 7:53:59 AM tools.descartes.dlim.httploadgenerator.runner.Director executeDirector
INFO: Using Lua Script: /home/luish/Documents/death/teastore/TeaStore/examples/httploadgenerator/teastore_browse.lua
Nov 27, 2025 7:53:59 AM tools.descartes.dlim.httploadgenerator.runner.Director process
INFO: Read 120 Arrival Rate Tuples
Load Generator sent: ok
Nov 27, 2025 7:53:59 AM tools.descartes.dlim.httploadgenerator.runner.Director process
INFO: Arrival Rates sent to Load Generator(s).
Load Generator sent: ok
Nov 27, 2025 7:53:59 AM tools.descartes.dlim.httploadgenerator.runner.Director process
INFO: Thread Count sent to Load Generator(s): 128
Load Generator sent: ok
Nov 27, 2025 7:53:59 AM tools.descartes.dlim.httploadgenerator.runner.Director process
INFO: URL connection timeout sent to Load Generator(s): 10000
Load Generator sent: ok
Nov 27, 2025 7:53:59 AM tools.descartes.dlim.httploadgenerator.runner.Director process
INFO: Contents of script sent to Load Generator: /home/luish/Documents/death/teastore/TeaStore/examples/httploadgenerator/teastore_browse.lua
Nov 27, 2025 7:53:59 AM tools.descartes.dlim.httploadgenerator.runner.Director process
INFO: Starting Load Generation
Beginning Run @1764248039560(27.11.2025;07:53:59560)
Target Time = 0.5; Load Intensity = 0.0; #Success = 0; #Failed = 0; #Dropped = 0
Target Time = 46.5; Load Intensity = 38.0; #Success = 16; #Failed = 0; #Dropped = 3
Target Time = 47.5; Load Intensity = 39.0; #Success = 11; #Failed = 0; #Dropped = 14
Target Time = 48.5; Load Intensity = 40.0; #Success = 8; #Failed = 0; #Dropped = 31
Target Time = 49.5; Load Intensity = 41.0; #Success = 21; #Failed = 0; #Dropped = 14
Target Time = 50.5; Load Intensity = 42.0; #Success = 10; #Failed = 0; #Dropped = 11
Target Time = 51.5; Load Intensity = 42.0; #Success = 3; #Failed = 0; #Dropped = 44
Target Time = 52.5; Load Intensity = 43.0; #Success = 9; #Failed = 0; #Dropped = 19
Target Time = 53.5; Load Intensity = 44.0; #Success = 15; #Failed = 0; #Dropped = 25
Target Time = 54.5; Load Intensity = 45.0; #Success = 14; #Failed = 0; #Dropped = 23
Target Time = 55.5; Load Intensity = 46.0; #Success = 20; #Failed = 1; #Dropped = 23
Target Time = 56.5; Load Intensity = 47.0; #Success = 16; #Failed = 0; #Dropped = 13
Target Time = 57.5; Load Intensity = 47.0; #Success = 11; #Failed = 0; #Dropped = 19
Target Time = 58.5; Load Intensity = 48.0; #Success = 8; #Failed = 0; #Dropped = 40
Target Time = 59.5; Load Intensity = 49.0; #Success = 21; #Failed = 0; #Dropped = 24
Target Time = 60.5; Load Intensity = 50.0; #Success = 10; #Failed = 0; #Dropped = 17
Target Time = 61.5; Load Intensity = 51.0; #Success = 2; #Failed = 0; #Dropped = 46
Target Time = 62.5; Load Intensity = 52.0; #Success = 10; #Failed = 0; #Dropped = 35
Target Time = 63.5; Load Intensity = 52.0; #Success = 17; #Failed = 0; #Dropped = 36
Target Time = 64.5; Load Intensity = 53.0; #Success = 12; #Failed = 0; #Dropped = 30
Target Time = 65.5; Load Intensity = 54.0; #Success = 15; #Failed = 0; #Dropped = 32
Target Time = 66.5; Load Intensity = 55.0; #Success = 20; #Failed = 2; #Dropped = 21
Target Time = 67.5; Load Intensity = 56.0; #Success = 11; #Failed = 0; #Dropped = 25
Target Time = 68.5; Load Intensity = 57.0; #Success = 8; #Failed = 0; #Dropped = 51
Target Time = 69.5; Load Intensity = 57.0; #Success = 21; #Failed = 0; #Dropped = 31
Target Time = 70.5; Load Intensity = 58.0; #Success = 10; #Failed = 0; #Dropped = 26
Target Time = 71.5; Load Intensity = 59.0; #Success = 3; #Failed = 0; #Dropped = 66
Target Time = 72.5; Load Intensity = 60.0; #Success = 9; #Failed = 0; #Dropped = 37
Target Time = 73.5; Load Intensity = 61.0; #Success = 14; #Failed = 0; #Dropped = 40
Target Time = 74.5; Load Intensity = 62.0; #Success = 15; #Failed = 10; #Dropped = 30
Target Time = 75.5; Load Intensity = 62.0; #Success = 15; #Failed = 0; #Dropped = 51
Target Time = 76.5; Load Intensity = 63.0; #Success = 12; #Failed = 0; #Dropped = 30
Target Time = 77.5; Load Intensity = 64.0; #Success = 11; #Failed = 0; #Dropped = 35
Target Time = 78.5; Load Intensity = 65.0; #Success = 8; #Failed = 0; #Dropped = 54
Target Time = 79.5; Load Intensity = 66.0; #Success = 20; #Failed = 0; #Dropped = 42
Target Time = 80.5; Load Intensity = 67.0; #Success = 11; #Failed = 0; #Dropped = 27
Target Time = 81.5; Load Intensity = 67.0; #Success = 3; #Failed = 0; #Dropped = 77
Target Time = 82.5; Load Intensity = 68.0; #Success = 9; #Failed = 0; #Dropped = 48
Target Time = 83.5; Load Intensity = 69.0; #Success = 14; #Failed = 0; #Dropped = 47
Target Time = 84.5; Load Intensity = 70.0; #Success = 25; #Failed = 0; #Dropped = 40
Target Time = 85.5; Load Intensity = 71.0; #Success = 14; #Failed = 0; #Dropped = 49
Target Time = 86.5; Load Intensity = 72.0; #Success = 13; #Failed = 0; #Dropped = 43
Target Time = 87.5; Load Intensity = 72.0; #Success = 11; #Failed = 0; #Dropped = 44
Target Time = 88.5; Load Intensity = 73.0; #Success = 8; #Failed = 0; #Dropped = 71
Target Time = 89.5; Load Intensity = 74.0; #Success = 21; #Failed = 0; #Dropped = 49
Target Time = 90.5; Load Intensity = 75.0; #Success = 10; #Failed = 0; #Dropped = 42
Target Time = 91.5; Load Intensity = 76.0; #Success = 2; #Failed = 0; #Dropped = 62
Target Time = 92.5; Load Intensity = 77.0; #Success = 10; #Failed = 0; #Dropped = 67
Target Time = 93.5; Load Intensity = 77.0; #Success = 15; #Failed = 0; #Dropped = 66
Target Time = 94.5; Load Intensity = 78.0; #Success = 24; #Failed = 0; #Dropped = 40
Target Time = 95.5; Load Intensity = 79.0; #Success = 13; #Failed = 0; #Dropped = 56
Target Time = 96.5; Load Intensity = 80.0; #Success = 14; #Failed = 0; #Dropped = 57
Target Time = 97.5; Load Intensity = 81.0; #Success = 11; #Failed = 0; #Dropped = 43
Target Time = 98.5; Load Intensity = 82.0; #Success = 8; #Failed = 0; #Dropped = 83
Target Time = 99.5; Load Intensity = 82.0; #Success = 21; #Failed = 0; #Dropped = 54
Target Time = 100.5; Load Intensity = 83.0; #Success = 10; #Failed = 0; #Dropped = 55
Target Time = 101.5; Load Intensity = 84.0; #Success = 2; #Failed = 0; #Dropped = 77
Target Time = 102.5; Load Intensity = 85.0; #Success = 10; #Failed = 0; #Dropped = 67
Target Time = 103.5; Load Intensity = 86.0; #Success = 17; #Failed = 0; #Dropped = 79
Target Time = 104.5; Load Intensity = 87.0; #Success = 22; #Failed = 0; #Dropped = 46
Target Time = 105.5; Load Intensity = 87.0; #Success = 13; #Failed = 0; #Dropped = 66
Target Time = 106.5; Load Intensity = 88.0; #Success = 14; #Failed = 0; #Dropped = 59
Target Time = 107.5; Load Intensity = 89.0; #Success = 11; #Failed = 0; #Dropped = 60
Target Time = 108.5; Load Intensity = 90.0; #Success = 8; #Failed = 0; #Dropped = 88
Target Time = 109.5; Load Intensity = 91.0; #Success = 21; #Failed = 0; #Dropped = 65
Target Time = 110.5; Load Intensity = 92.0; #Success = 10; #Failed = 0; #Dropped = 48
Target Time = 111.5; Load Intensity = 92.0; #Success = 2; #Failed = 0; #Dropped = 89
Target Time = 112.5; Load Intensity = 93.0; #Success = 10; #Failed = 0; #Dropped = 78
Target Time = 113.5; Load Intensity = 94.0; #Success = 14; #Failed = 0; #Dropped = 82
Target Time = 114.5; Load Intensity = 95.0; #Success = 25; #Failed = 0; #Dropped = 67
Target Time = 115.5; Load Intensity = 96.0; #Success = 13; #Failed = 0; #Dropped = 70
Target Time = 116.5; Load Intensity = 97.0; #Success = 14; #Failed = 0; #Dropped = 74
Target Time = 117.5; Load Intensity = 97.0; #Success = 11; #Failed = 0; #Dropped = 57
Target Time = 118.5; Load Intensity = 98.0; #Success = 8; #Failed = 0; #Dropped = 102
Target Time = 119.5; Load Intensity = 99.0; #Success = 21; #Failed = 0; #Dropped = 74
Target Time = 120.5; Load Intensity = 0.0; #Success = 10; #Failed = 0; #Dropped = 66
Target Time = 121.5; Load Intensity = 0.0; #Success = 2; #Failed = 0; #Dropped = 89
Target Time = 122.5; Load Intensity = 0.0; #Success = 10; #Failed = 0; #Dropped = 88
Target Time = 123.5; Load Intensity = 0.0; #Success = 15; #Failed = 0; #Dropped = 95
Target Time = 124.5; Load Intensity = 0.0; #Success = 24; #Failed = 0; #Dropped = 67
Target Time = 125.5; Load Intensity = 0.0; #Success = 14; #Failed = 0; #Dropped = 86
Target Time = 126.5; Load Intensity = 0.0; #Success = 13; #Failed = 0; #Dropped = 70
Target Time = 127.5; Load Intensity = 0.0; #Success = 11; #Failed = 0; #Dropped = 68
Target Time = 128.5; Load Intensity = 0.0; #Success = 8; #Failed = 0; #Dropped = 116
Target Time = 129.5; Load Intensity = 0.0; #Success = 21; #Failed = 0; #Dropped = 80
Target Time = 130.5; Load Intensity = 0.0; #Success = 10; #Failed = 0; #Dropped = 0
Target Time = 131.5; Load Intensity = 0.0; #Success = 3; #Failed = 0; #Dropped = 0
Target Time = 132.5; Load Intensity = 0.0; #Success = 9; #Failed = 0; #Dropped = 0
Target Time = 133.5; Load Intensity = 0.0; #Success = 15; #Failed = 0; #Dropped = 0
Target Time = 134.5; Load Intensity = 0.0; #Success = 24; #Failed = 0; #Dropped = 0
Target Time = 135.5; Load Intensity = 0.0; #Success = 13; #Failed = 0; #Dropped = 0
Target Time = 136.5; Load Intensity = 0.0; #Success = 14; #Failed = 0; #Dropped = 0
Target Time = 137.5; Load Intensity = 0.0; #Success = 11; #Failed = 0; #Dropped = 0
Target Time = 138.5; Load Intensity = 0.0; #Success = 8; #Failed = 0; #Dropped = 0
Target Time = 139.5; Load Intensity = 0.0; #Success = 20; #Failed = 0; #Dropped = 0
Workload finished.
Log finished.
📄 LIMBO finalizado para scenario=low
⏸ Escenario low completado, esperando 5 segundos antes del siguiente...
